100000
221, 65810, 33229
222, 82449, -67875
223, -78121, 48297
224, 66726, -76933
225, 44734, -23508
226, 11621, 76623
227, -34111, -82272
228, 88570, -98317
229, -16940, 44333
230, 8674, 30006
231, -99292, 57958
232, 89948, -80848
233, 93134, 61867
234, -80962, -84455
235, -7246, 21993
236, -11173, -62050
237, 67233, -28093
238, 34207, 41936
239, -25173, 33921
240, -95759, 70831
241, 23968, -9479
242, -5136, 25717
243, -11654, 79787
244, 89243, -4698
245, -3148, -59334
246, -67502, -46415
247, 20640, -96806
248, 26611, -27348
249, -3067, -78550
250, 58776, 4558
251, 18585, 98798
252, -19534, -57789
253, 40207, 82570
254, 38235, 81093
255, 99330, -81543
256, -14802, 38858
257, 21200, -82444
258, -635, 9548
259, -13474, -40025
260, 27806, 88434
261, -50099, 82302
262, -51140, -82904
263, 14333, -64219
264, -59873, 85139
265, 85075, -34972
266, 76303, -98338
267, -38235, 27253
268, -33429, -27518
269, -55699, 53249
270, 36417, 2722
271, 82795, -38623
272, -7783, 9152
273, -99219, 83792
274, 19598, 97906
275, -21658, -46528
276, -34919, 12574
277, -4623, 81058
278, -93799, -27703
279, -65119, -50901
280, 85637, -28524
281, -96833, -98329
282, 92025, 29570
283, 93446, -13097
284, -27218, 58061
285, -20095, -97138
286, -69846, 29822
287, -81623, 87022
288, 46630, 48496
289, 43416, 83725
290, 26806, -35480
291, -51364, -96984
292, 44022, -90303
293, 72211, 55147
294, 55316, -63482
295, -22862, -79455
296, -85763, 1477
297, -6034, -27968
298, -45205, 85682
299, 44288, 20181
300, 47588, -18550
301, -14375, 35500
302, -35927, -49759
303, -9358, 82123
304, -46504, -5190
305, 72061, -81574
306, 66169, 65951
307, -97303, 42539
308, -42907, -48429
309, 98362, 12471
310, 18694, 35007
311, -24224, -83139
312, 40386, -19696
313, -11846, -31792
314, 9219, -4986
315, -84380, 69453
316, 60489, 80984
317, 80422, -94266
318, 90970, -96516
319, 58683, -40856
320, 94599, -77885
321, 69877, -83014
322, -18369, 72382
323, 10523, 10648
324, 24875, -77131
325, 81882, 92430
326, -69553, -71141
327, 42759, -53708
328, 61883, -50566
329, -2035, 15556
330, -65911, 38068
331, -70267, -47774
332, -50448, -86038
333, 17947, 93561
334, -81706, -53008
335, -67399, -47150
336, 81185, 10124
337, 98256, 53178
338, -3347, 26865
339, -84315, -92213
340, 47481, 14222
341, -34387, 32695
342, 76873, 51873
343, -77935, -12986
344, -94645, 64441
345, 69385, -30062
346, -31084, -82721
347, 4377, 90095
348, 612, 32524
349, 37413, 86809
350, -74818, -21840
351, -37923, 19842
352, -32429, -7760
353, -67673, 30472
354, -66426, -27221
355, 70962, -1522
356, -98867, 21347
357, -46883, -22730
358, -16914, 53676
359, 74394, 33724
360, 93960, 98718
361, -64084, -97447
362, -26779, -6524
363, -12437, -54961
364, -34848, 75426
365, 99821, -85682
366, 33332, 29548
367, -36241, -60102
368, -17184, 78200
369, 22406, 32288
370, 83290, -83558
371, -87176, 76998
372, -66363, 73775
373, 73968, -50333
374, -22339, 20066
375, -33508, 77551
376, 74694, 16151
377, 16873, 15822
378, 96287, -15568
379, -89922, -94760
380, -33421, -67052
381, 22362, 82776
382, 20709, 5986
383, -84148, 7221
384, 56058, 79756
385, 37801, 45071
386, 53561, 45437
387, -47092, 45129
388, 30176, 85448
389, -64868, 42139
390, -78704, 2884
391, 13454, -60799
392, 16332, -37462
393, -16778, 26148
394, 10907, -75436
395, -83545, -5794
396, -35327, -34176
397, 55180, 58781
398, 43558, 84679
399, 87045, 68977
400, 68893, -1616
401, -77493, -72764
402, -17423, -89810
403, -67982, 70003
404, -49623, 79458
405, -7786, -12184
406, 50623, 11075
407, 99046, 92099
408, 77306, 71474
409, 14728, 74841
410, -57130, 88225
411, -89010, 15363
412, -32968, 85347
413, -67294, -31996
414, 32942, 45475
415, 5086, -45260
416, -50915, 99041
417, 89008, -24688
418, 64404, 22533
419, 26377, 43262
420, -81871, -94219
421, -32734, -25223
422, -11228, 75296
423, -30618, -7287
424, 6652, -18730
425, -54816, 79595
426, 68353, -26794
427, 84515, -25603
428, 36348, 34037
429, 19353, 59854
430, -96800, 26455
431, -30594, -46299
432, 78391, -46721
433, 42553, -41114
434, 81731, 37977
435, -60286, -73465
436, -91692, -53378
437, -87532, 69845
438, 11262, -83116
439, -86603, -12643
440, 17744, 17031
441, 11035, 75700
442, 12651, 82646
443, -84954, -77836
444, 43869, -11510
445, -85213, -69031
446, -82298, -77797
447, -27564, -86239
448, -22194, 3525
449, -23246, -53638
450, 80429, 35423
451, 87182, -84221
452, 2218, -64500
453, -1661, 85302
454, 24317, -52788
455, 55878, -69087
456, 11437, 94530
457, 98899, 80217
458, 89431, 36655
459, 35225, 95578
460, 87752, 19041
461, -89574, 34974
462, 60878, -93892
463, -48379, 62541
464, 62795, -77913
465, -56862, -44101
466, 77334, -60474
467, -98400, -89112
468, -22786, -36959
469, -26659, 25388
470, 65230, 78125
471, -62322, 7653
472, -52087, 50100
473, 66271, 10793
474, 96732, 63584
475, -18428, -99822
476, -33230, 91889
477, 8599, -31948
478, 4517, 76110
479, -14111, -8883
480, -21589, 59749
481, -2193, -51217
482, -42168, -56562
483, -7028, 49908
484, -90998, -90072
485, 39661, -84002
486, -16255, 41526
487, -64265, -43165
488, -46983, -6892
489, 98570, 30247
490, -68294, -85423
491, -86452, 2857
492, -18542, -11571
493, -8733, -886
494, 55836, -53647
495, -60288, 86023
496, -50431, 23056
497, 39573, -43825
498, 69633, -5195
499, 90776, -21691
500, 94126, 10119
501, -63012, -9993
502, 29950, -38708
503, 89374, 68718
504, 39696, -45861
505, 21882, -97672
506, 11436, -20822
507, -59052, -47290
508, 39978, -52991
509, -59, 4788
510, 66363, 13881
511, -78217, -62671
512, -20421, 83549
513, -84425, -465
514, 69028, 4477
515, 69542, -84182
516, 94582, -46666
517, -8480, -20094
518, -31030, 35154
519, 93171, -71712
520, 85558, 96888
521, 68767, 48244
522, 34710, -16537
523, 49945, -28614
524, 41520, 33677
525, 32337, -32442
526, 2203, 32907
527, -35108, 21302
528, 65072, -93741
529, 55489, 67196
530, 41102, -38897
531, -22664, -88207
532, -28645, 89384
533, -36509, 68158
534, 13885, 95443
535, 89171, 82796
536, -16844, -21254
537, -49880, -76270
538, 72453, 40038
539, -18874, 43031
540, 84481, 22544
541, -59165, 76007
542, -57242, 62139
543, 73794, 67333
544, 59804, -79566
545, 17203, -28932
546, -53321, -51058
547, -32772, 97519
548, -99358, 78113
549, 91775, -29016
550, 207, 48288
551, -41182, -7043
552, -13583, -44393
553, 11918, 98464
554, 54061, -1767
555, -71473, -91586
556, 43577, -68443
557, -26905, -56119
558, 23279, -25511
559, 85781, 50197
560, -29612, -4799
561, 59683, -90185
562, 64645, 19719
563, -13781, 313
564, 99680, -45615
565, -60745, -46784
566, -54959, -66855
567, -71831, 73406
568, -99051, -62797
569, 87102, 44836
570, 11530, 73208
571, 39736, 33059
572, -1423, 98951
573, 17017, 90414
574, 8073, 24777
575, -89955, -75370
576, 52561, -9755
577, -63249, -22903
578, -14572, 60622
579, 93155, 80157
580, 51050, 70084
581, -2279, 84637
582, -51828, 13172
583, 72211, -60074
584, -20848, 87420
585, 12145, -35689
586, 56510, 35461
587, -7995, -67664
588, -79526, 91014
589, -48191, -37072
590, -66151, 76896
591, 24250, -82522
592, -32975, -72108
593, 23056, 76939
594, -70685, 98479
595, 9576, 19917
596, 72542, -73648
597, -98304, 24738
598, 94329, -4451
599, -63483, -99519
600, -67198, 36556
601, 88546, -12144
602, 70532, -77079
603, 17949, -68338
604, 55026, -46438
605, 47036, 11446
606, 8685, -34390
607, -32418, 82087
608, 24828, -13606
609, -14601, 39009
610, 95925, 20335
611, 27860, 36142
612, -70799, 28653
613, 26995, 15124
614, 86814, -4113
615, 65668, -73581
616, 47986, 24949
617, 23376, -25465
618, -70366, 84855
619, -35709, 1663
620, -53570, -64711
621, 47804, -94910
622, -37707, -1757
623, 52242, 40630
624, 42198, -46688
625, 90413, -63718
626, 14422, -88042
627, 58374, 49550
628, -47737, -55474
629, 36325, -79099
630, 93833, -55288
631, 53596, 41454
632, 20926, 17203
633, -50391, -84743
634, 39078, 25680
635, -89201, 84152
636, -76475, -93852
637, 40551, -53043
638, 17779, 86279
639, -24204, 46506
640, -40859, -18734
641, 3962, -23366
642, -3030, 19165
643, 12439, 39076
644, -13539, 71327
645, 32724, 48918
646, 12505, 13924
647, -9673, 36998
648, -34856, -92564
649, -35870, 63484
650, -75641, -21755
651, -84964, -99931
652, 97239, 16040
653, -55263, 75141
654, -68291, -49136
655, -68519, 90954
656, 921, 61954
657, -23511, -46753
658, 46538, -42761
659, 90199, 27125
660, 47635, 74801
661, 58595, 17454
662, -47370, -79462
663, -58827, -36713
664, 38534, 59302
665, -65979, -70332
666, -15605, -92668
667, -25933, 76
668, 89591, 28226
669, -52325, 35356
670, -94371, 18650
671, 45751, -85103
672, 14191, -68812
673, -87715, 71137
674, 87620, 81300
675, 74254, 69612
676, 21244, -11137
677, -68448, 55119
678, -43830, 59100
679, -25257, -20142
680, -16242, -88331
681, -15057, -94728
682, 48009, -75473
683, -36307, 60005
684, -96901, 62492
685, 62302, 30618
686, -8615, -2814
687, 31826, -12285
688, -43054, -74552
689, -87034, 76592
690, -20955, -88371
691, 13681, -24438
692, -16463, 45078
693, 97342, 88977
694, -98631, -77132
695, -93468, -10589
696, -7003, 84397
697, -27481, -42546
698, 29208, 63125
699, -1116, -71196
700, -76714, 83079
701, -85492, -82017
702, -11649, 37363
703, -10715, -48598
704, -41229, -4414
705, -78103, -79273
706, 77939, 39187
707, -45936, 29363
708, 13431, -14564
709, -46670, 43223
710, 23217, 28878
711, 86377, -68048
712, 75512, 44656
713, -29220, 32173
714, 34085, 49357
715, -30290, 91814
716, -72478, -34920
717, 74800, 26039
718, 95990, -33596
719, 32446, -46693
720, 62621, -1577
721, -31086, 14289
722, 35355, 64265
723, -17682, -86740
724, 96944, 9922
725, 23514, -85429
726, -44072, -73609
727, 73952, -68721
728, -50007, -53674
729, 11094, 6919
730, 19508, 84856
731, -56997, -25847
732, -37683, -18064
733, 66054, 19236
734, -4440, 13037
735, 5234, -12449
736, -44707, 74871
737, 56387, -96631
738, 699, -10334
739, -8999, -77805
740, 76227, -63330
741, -90126, 5014
742, 83116, 19370
743, 3321, 2980
744, 86077, 65039
745, 99745, -93688
746, -34122, -69649
747, -52824, 52081
748, -22168, 34939
749, -71465, 41253
750, 57764, -53001
751, 9961, -52833
752, 56446, 96062
753, -75113, 94909
754, 72657, -47275
755, -85990, -76828
756, 56844, 11757
757, -46631, 50594
758, 5863, -50685
759, -35959, -34903
760, 4105, -73287
761, -16806, 99216
762, -32013, 58951
763, -5438, -85129
764, 1614, 96394
765, 91313, -74646
766, -70827, -80775
767, 42529, -55314
768, 73723, 10253
769, 97475, 90162
770, -67298, -84184
771, 67442, -65717
772, -69018, -36468
773, -26770, 71384
774, -28320, -90469
775, -14225, 41374
776, 69279, 70285
777, -71154, -99989
778, -80439, 19629
779, 28665, 75238
780, 14356, 18458
781, 96102, 46203
782, -61107, 13076
783, 98560, 67764
784, 294, -35932
785, 19096, -14814
786, 52153, -31800
787, -1836, -84555
788, 2831, 41369
789, -66554, -81750
790, -17981, 6989
791, -16155, -49364
792, -1103, -54636
793, -96951, -37172
794, 7878, -71283
795, -38330, 65239
796, -12671, -61879
797, 42934, 47248
798, -92829, -93676
799, -9208, -19964
800, 33731, -86747
801, -54329, -68267
802, -51876, 12975
803, 40581, 40179
804, 37983, -14014
805, -6855, 78580
806, -40054, 79167
807, -74739, 11631
808, -641, 72382
809, -28165, -34035
810, -75380, -70343
811, -77286, -17908
812, 30524, 89463
813, -60635, 73369
814, -12209, 99176
815, -91054, 89118
816, -80716, 44466
817, 49375, 9372
818, 34304, -63630
819, -54304, -71410
820, -3724, -93537
821, -81792, 54323
822, -92226, 14495
823, 41273, -9687
824, 35958, 36920
825, -30737, -29352
826, 23898, 48018
827, -25562, 58244
828, -5568, -21762
829, -20790, 67042
830, 66385, -35854
831, 896, 26607
832, -64559, 6885
833, -68908, 67211
834, 27908, 15213
835, 51386, -81176
836, -43540, 32688
837, 57506, -33742
838, -56040, -24856
839, 1025, -35600
840, -80223, 66784
841, -79583, 81777
842, 94206, 54657
843, 53714, -44086
844, 42673, -27932
845, 51797, -25116
846, 47937, 47428
847, 90084, 75369
848, -41448, -77099
849, -35308, 16530
850, -54341, -13942
851, 78144, 41011
852, -34581, -98861
853, 96292, 49624
854, 94701, 26989
855, 12072, 10947
856, 42395, 29603
857, 62341, -29190
858, 66760, -54975
859, -92873, -89014
860, -49966, -75711
861, 88532, 676
862, -98056, 41809
863, -35071, -75156
864, 79804, -97448
865, 75739, 17709
866, -46389, 40429
867, 52371, 39780
868, 91196, 37909
869, -26543, 19051
870, -78448, -18500
871, -44655, -79056
872, -6240, 79583
873, -77011, 49626
874, -84348, -40199
875, -42228, 1179
876, 2970, 35349
877, 11418, 77649
878, 44764, 28117
879, 76715, -99769
880, 31637, 52183
881, 9573, -33152
882, -5774, -59593
883, 88574, -98929
884, 33281, 46906
885, -44846, -81171
886, 60422, 11846
887, 82334, 13894
888, -97199, 8623
889, 69869, 37462
890, 27255, -2166
891, 3986, 44005
892, -86047, 5122
893, 68990, -93954
894, 1079, 36895
895, 58902, -38040
896, 8635, 53335
897, 79631, -81387
898, -94484, -24208
899, 82428, -63349
900, -23592, 1838
901, 49802, 96444
902, 48053, 75822
903, 71048, 28286
904, -1424, 95826
905, 76112, 50940
906, -94753, -80848
907, 8988, -31971
908, -37641, -19964
909, 69607, -13393
910, 6888, 58002
911, -52142, -73778
912, -30454, -53083
913, 6666, -87735
914, -47171, 51253
915, 31069, -61772
916, 11547, 54175
917, -1689, -57962
918, -41799, -2222
919, -32791, -60288
920, -70593, -6462
921, 95556, -35654
922, 91550, -73930
923, 76120, -61513
924, -56065, 26625
925, -8728, 37858
926, 50153, 75947
927, 57194, -96677
928, -87997, 22977
929, 76940, -98058
930, -24237, 53775
931, -38104, -56006
932, 24636, -75587
933, 27813, 59187
934, 82814, -16152
935, 72215, -51905
936, -745, -15517
937, -48800, 34225
938, -22076, -42503
939, -21271, -76388
940, -99287, 86154
941, -23712, 6650
942, 91830, -95316
943, -77273, 32345
944, 41642, 56078
945, 22317, -65784
946, -79239, -73543
947, -12058, -2049
948, -80452, 60727
949, -33275, -62221
950, -54193, -92390
951, 78177, 4321
952, 67600, 35721
953, 23663, 37915
954, -38843, -83756
955, 97393, -36510
956, 75122, 91068
957, 65143, 18671
958, -25579, -51864
959, -26163, -46413
960, -2471, -23500
961, -33208, 57265
962, -89807, -8182
963, -64438, -37724
964, 7652, 35239
965, 62029, -99949
966, 56990, -55263
967, -79108, 57460
968, -90337, 74563
969, -89024, 90074
970, 22149, 77222
971, 50144, 58123
972, 83065, 62854
973, 97027, 11781
974, 79764, 27758
975, -63854, 239
976, 22256, 61463
977, 17360, 34016
978, -52083, 45289
979, -76608, 14132
980, -58657, -77260
981, 42048, 39664
982, -76035, -42062
983, -89812, -63224
984, -52983, -40661
985, -82253, -55205
986, 15397, 75672
987, 47552, -12476
988, 69854, -14801
989, 69883, 54222
990, 35798, -68709
991, -73393, -38863
992, 71549, -28099
993, 77090, 39945
994, -47851, -4874
995, -68793, -22977
996, 95949, 80508
997, 74090, -21557
998, 93034, -70913
999, -29402, 67188
1000, 91907, 31943
1001, 26625, -9078
1002, 84472, -87724
1003, 69029, 56744
1004, 11905, 95390
1005, 5900, 9942
1006, 1331, -55424
1007, 30921, 72076
1008, -17014, 95379
1009, -78956, 6500
1010, -98404, 7025
1011, 28060, -73460
1012, 54246, 23981
1013, -88486, 96172
1014, -34233, -95496
1015, -51011, 3948
1016, 23718, 95787
1017, -73078, -84056
1018, 60688, 62495
1019, -50909, -38138
1020, -34147, -10117
1021, -24143, -86667
1022, 26890, -34462
1023, 21619, 51015
1024, -34467, -64161
1025, -20205, -75570
1026, 33123, -81532
1027, -16894, -42988
1028, 48909, 46569
1029, -9729, 36807
1030, -74852, -84380
1031, 24138, 37993
1032, 93802, -87891
1033, 53552, -67102
1034, 29038, 67128
1035, 34889, 671
1036, 48074, 52280
1037, -35458, -9152
1038, -33676, 73013
1039, 58892, 23646
1040, 76591, -69871
1041, 55161, -79680
1042, -49874, -37559
1043, 85943, 73477
1044, -11594, -33412
1045, 71345, 26947
1046, -25287, 63137
1047, 77058, 29266
1048, -55298, -60279
1049, 42906, -31568
1050, -36110, 35828
1051, 24992, -79235
1052, -78108, -68887
1053, -51364, -92999
1054, 51722, -10529
1055, 2002, 27003
1056, 78471, -55554
1057, 26942, 35303
1058, 90019, 16186
1059, -23359, -64220
1060, 19551, 9018
1061, 8414, -5937
1062, -61920, -30159
1063, 32760, -98866
1064, 67348, 2804
1065, -6007, 85173
1066, 46043, -29207
1067, -47134, -63205
1068, 55904, 28492
1069, 4322, -79493
1070, -67898, -4756
1071, -75890, -80833
1072, 17038, -55814
1073, -70145, -67992
1074, -82962, 15782
1075, -78548, -31788
1076, 40848, -97947
1077, -20184, -68161
1078, 73439, 19696
1079, -3278, -20570
1080, -80162, -77075
1081, 66938, -96379
1082, 57555, 38274
1083, 5165, 43721
1084, 41273, -63986
1085, 85337, -37661
1086, -849, -63140
1087, -7735, -8858
1088, 95675, -58978
1089, 81821, -61279
1090, 15496, -69119
1091, -80809, -22131
1092, -98821, 80062
1093, -25425, -14235
1094, -77160, 53015
1095, -40416, 55218
1096, -48934, 93924
1097, -93214, -10094
1098, 50988, -81954
1099, -2484, -66515
1100, -630, -89560
1101, 95603, -97261
1102, -66863, 88520
1103, 82807, 82616
1104, 84433, -75785
1105, 1686, -46668
1106, -49144, -28377
1107, 70209, -43392
1108, 19052, -74932
1109, -64257, -11926
1110, 55758, -43786
1111, 92052, -56123
1112, 32700, 20196
1113, 87903, 96851
1114, -43217, 95100
1115, -12634, 30345
1116, -53565, -2495
1117, -50751, 73960
1118, -25944, 58911
1119, -40429, 35218
1120, -66446, -21639
1121, 16583, -98354
1122, -46596, -5004
1123, 18712, -48711
1124, -74667, 43390
1125, 54174, 68657
1126, 27159, 63807
1127, -41238, -79688
1128, -64435, 11420
1129, 91022, 25876
1130, -3470, -37186
1131, 60478, 38063
1132, -61382, 55815
1133, -20896, 52602
1134, 34186, 89519
1135, -18898, -64797
1136, 45860, 46918
1137, -92392, 99602
1138, -18576, -27314
1139, -20695, 57948
1140, 58876, -44156
1141, -91905, 68674
1142, 83785, 46790
1143, 63145, 17663
1144, -41452, 7603
1145, 46128, 64586
1146, 55469, 56578
1147, 35651, 28378
1148, 82228, -43029
1149, -26875, -46546
1150, 84120, 99720
1151, 20118, -39710
1152, 8304, -3368
1153, -99322, 86641
1154, -25198, -10619
1155, -38480, -62495
1156, -2622, -31881
1157, 15872, 74429
1158, 48453, -50992
1159, 11477, 83692
1160, -18859, -29871
1161, -28711, -98414
1162, 74640, -61913
1163, 7672, -30689
1164, 54691, -8961
1165, 47193, 31499
1166, -80995, 7861
1167, 82815, -13534
1168, 33970, -366
1169, 67572, 30197
1170, -15746, 47439
1171, 44862, -31413
1172, 99498, -91221
1173, 17098, 17227
1174, 3438, 10046
1175, 37788, -77861
1176, -95095, -25300
1177, 32898, -46336
1178, 76045, 24148
1179, -46725, -10072
1180, -97920, -78649
1181, 60477, 24456
1182, 96872, -58813
1183, 86609, 74167
1184, 34341, -21845
1185, 87366, 48209
1186, 55561, -22480
1187, -92538, 28165
1188, -73050, 29639
1189, 45848, -67868
1190, 71507, 24986
1191, 94191, -92563
1192, 77530, 11906
1193, 98833, 52130
1194, 90581, 49922
1195, -51625, 53679
1196, -2769, -88450
1197, -5266, -83377
1198, 31496, -96131
1199, 60131, -14208
1200, 76628, 85153
1201, 95344, -16387
1202, -26561, 52693
1203, 18020, -83100
1204, 32385, 22413
1205, 73780, 72904
1206, -78464, 62424
1207, 80103, -26292
1208, -41172, -1566
1209, -7973, 84418
1210, -25701, 65571
1211, 95941, -496
1212, -70425, 7507
1213, 53116, -89202
1214, 9647, -80528
1215, 82580, -36673
1216, 41163, -50562
1217, -70951, -69780
1218, -52462, 26241
1219, -82685, 17177
1220, -13318, 37024
1221, -74696, -57628
1222, 51432, 19381
1223, -808, -53547
1224, -51609, 19153
1225, 77821, -86796
1226, -57161, 97365
1227, -90699, 86432
1228, 24681, 8734
1229, -93315, 64804
1230, 6609, 41864
1231, -18034, 77795
1232, -83943, 27986
1233, 44653, 30545
1234, -8648, -90464
1235, -82941, -41104
1236, -2652, 86941
1237, 89813, 47298
1238, 75452, 74095
1239, -70965, 95408
1240, -94618, -53749
1241, -73994, 74578
1242, 47686, 58748
1243, -57482, -71069
1244, 94785, 18386
1245, -3853, -63415
1246, -47287, 79309
1247, 17427, 42441
1248, -99068, 52044
1249, 28166, -19354
1250, -82626, 97977
1251, 159, -96562
1252, -28155, -83544
1253, 35735, -9569
1254, 95923, -48420
1255, 28422, 80964
1256, 82122, -711
1257, 218, 80439
1258, 38553, -6271
1259, 12059, -31805
1260, -10260, 32481
1261, -81800, 54567
1262, -67007, -44365
1263, -13843, -42055
1264, 6397, -80418
1265, -90496, -51410
1266, 99992, 13025
1267, -78666, -69213
1268, 40078, 76765
1269, -31614, 21618
1270, -92253, 73417
1271, -44257, -53049
1272, 12873, -5030
1273, 21055, -38613
1274, 1947, 55760
1275, 58711, -70588
1276, -54120, -798
1277, -2623, -75545
1278, -25900, -99851
1279, 22340, 13358
1280, 61011, -35696
1281, -89759, -61173
1282, 57026, 67904
1283, -68556, 48366
1284, -19993, -85837
1285, -19082, -52163
1286, 11815, -8856
1287, 74778, -6272
1288, -53189, 15909
1289, -25308, -95703
1290, 83230, 46443
1291, 46453, -96268
1292, -48197, -1674
1293, -95841, 83627
1294, -13952, 2319
1295, 95878, -93273
1296, -77415, 20156
1297, -38530, 93346
1298, 69921, -66884
1299, 14672, 83460
1300, 77224, 48273
1301, 41713, -37849
1302, 40640, 40544
1303, 32681, 22050
1304, 35727, 38729
1305, 39292, -72399
1306, 55789, -77431
1307, 45449, 60228
1308, -61735, 45259
1309, -45826, -55066
1310, 34709, -69251
1311, 85191, -10696
1312, -37924, -57078
1313, 37622, 77391
1314, 77967, -59328
1315, 28981, 52690
1316, 848, -72316
1317, -95561, -81081
1318, -80794, 2932
1319, 75691, -41940
1320, -72645, -3492
1321, 63520, -19304
1322, -66384, 33834
1323, -60880, -23638
1324, -70914, -7454
1325, 95430, -71030
1326, 77219, 85070
1327, -59119, -86147
1328, -35167, -54867
1329, -8179, 65067
1330, -12157, -20243
1331, -1080, 60638
1332, 30788, -71460
1333, -85666, 87982
1334, 19123, -31089
1335, -48651, 60437
1336, -38034, -46118
1337, 76450, -46094
1338, -70928, 64532
1339, 32513, 35884
1340, 27801, -53287
1341, -49725, 615
1342, 71672, 90613
1343, -41413, -52745
1344, -84020, -24752
1345, -45899, 98289
1346, -95679, -38456
1347, 7025, 43075
1348, 43690, -23666
1349, 5724, 37719
1350, -53821, 25054
1351, -55207, -31654
1352, -26485, -84390
1353, -25947, 74232
1354, -73477, 95513
1355, -39519, 59420
1356, 15934, 42444
1357, -53370, 39369
1358, -92905, 31388
1359, 76909, -85349
1360, -40312, 76580
1361, -19921, -93437
1362, -11130, -5513
1363, 57241, -78414
1364, 42311, -56407
1365, -87489, 15046
1366, 85964, -9705
